price,engine_capacity,cylinder,horse_power,top_speed,seats,year,brand_freq,country_freq
65190.0,0.375,0.375,0.09127382146439318,0.6852646638054363,0.1875,0.9285714285714448,1.0,0.6202686202686202
89835.0,0.375,0.375,0.06218655967903711,0.7567954220314734,0.0,0.9285714285714448,0.3471971066907776,0.6202686202686202
28157.49,0.7,0.5,0.06720160481444333,0.5422031473533618,0.375,0.9285714285714448,0.5207956600361663,0.6202686202686202
16138.5,0.1875,0.25,0.008224674022066197,0.47067238912732473,0.1875,0.9285714285714448,0.64376130198915,0.9999999999999999
18017.35,0.25,0.25,0.02647943831494483,0.4563662374821173,0.1875,0.9285714285714448,0.03616636528028933,0.6202686202686202
22324.95,0.175,0.1875,0.0070210631895687055,0.4907010014306152,0.125,0.9285714285714448,0.07775768535262206,0.7155067155067155
66825.0,0.3375,0.375,0.054162487462387165,0.46494992846924177,0.1875,0.9285714285714448,0.5822784810126582,0.7155067155067155
106652.70000000001,0.25,0.375,0.07723169508525576,0.6852646638054363,0.1875,0.9285714285714448,0.6962025316455696,0.9999999999999999
13116.800000000001,0.19975,0.25,0.02647943831494483,0.4992846924177396,0.3125,0.9285714285714448,0.02531645569620253,0.0
28179.975,0.3,0.3125,0.0238716148445336,0.5422031473533618,0.1875,0.9285714285714448,0.23327305605786616,0.6214896214896214
64800.00000000001,0.375,0.375,0.048345035105315945,0.642346208869814,0.125,0.9285714285714448,0.42857142857142855,0.6568986568986569
37800.0,0.4375,0.375,0.04714142427281845,0.5736766809728182,0.1875,0.9285714285714448,0.5207956600361663,0.6422466422466423
37620.0,0.4625,0.375,0.04714142427281845,0.48783977110157367,0.125,0.9285714285714448,0.5822784810126582,0.6568986568986569
40500.0,0.375,0.375,0.04714142427281845,0.6852646638054363,0.1875,0.9285714285714448,0.11573236889692586,0.9999999999999999
18630.0,0.2,0.25,0.009027081243731194,0.5078683834048641,0.1875,0.9285714285714448,0.07956600361663653,0.9999999999999999
15676.800000000001,0.2,0.25,0.02006018054162487,0.5994277539341917,0.1875,0.9285714285714448,0.20795660036166363,0.0
34650.0,0.4375,0.375,0.04513540621865597,0.5422031473533618,0.3125,0.9285714285714448,0.5822784810126582,0.6568986568986569
69300.0,0.5,0.375,0.04132397191574724,0.5422031473533618,0.375,0.9285714285714448,0.64376130198915,0.6568986568986569
79056.0,0.375,0.375,0.06218655967903711,0.6852646638054363,0.1875,0.9285714285714448,0.3471971066907776,0.6422466422466423
32315.0,0.25,0.25,0.010030090270812437,0.5221745350500715,0.1875,0.9285714285714448,0.15189873417721517,0.6202686202686202
263650.0,0.0,0.5,0.11133400200601805,0.9027181688125894,0.0,0.9285714285714448,0.08860759493670886,0.6202686202686202
43560.0,0.25,0.25,0.029287863590772314,0.6280400572246065,0.1875,0.9285714285714448,1.0,0.6568986568986569
55662.72,0.3125,0.25,0.0571715145436309,0.7854077253218884,0.0,0.9285714285714448,0.5099457504520795,0.0
190296.0,0.5,0.5,0.12337011033099297,0.8140200286123033,0.1875,0.9285714285714448,0.5099457504520795,0.9999999999999999
54831.600000000006,0.4125,0.375,0.050752256770310936,0.648068669527897,0.3125,0.9285714285714448,0.5822784810126582,0.6568986568986569
58320.00000000001,0.7125,0.5,0.06619859578736209,0.47067238912732473,0.1875,0.9285714285714448,0.023508137432188065,0.9999999999999999
128700.0,0.5,0.5,0.09729187562688064,0.7882689556509298,0.1875,0.9285714285714448,0.5099457504520795,0.7155067155067155
26163.0,0.4375,0.375,0.04513540621865597,0.6280400572246065,0.1875,0.9285714285714448,0.32007233273056057,0.9999999999999999
37895.0,0.175,0.25,0.017051153460381142,0.5708154506437768,0.1875,0.9285714285714448,0.6962025316455696,0.6202686202686202
47435.0,0.25,0.25,0.03430290872617853,0.5422031473533618,0.1875,0.9285714285714448,0.26220614828209765,0.6202686202686202
175230.0,0.55,0.5,0.09929789368104312,0.6852646638054363,0.125,0.9285714285714448,0.7070524412296564,0.6422466422466423
44226.0,0.6625,0.5,0.058174523570712136,0.48497854077253216,0.4375,0.9285714285714448,0.47920433996383366,0.6202686202686202
45050.0,0.2875,0.25,0.04714142427281845,0.48497854077253216,0.3125,0.9285714285714448,0.5822784810126582,0.6202686202686202
70818.3,0.25,0.3125,0.04653961885656971,0.6852646638054363,0.1875,0.9285714285714448,0.3471971066907776,0.9999999999999999
23530.083333333332,0.3125,0.25,0.016449348044132395,0.4563662374821173,0.0625,0.9285714285714448,0.5207956600361663,0.7155067155067155
55385.0,0.25,0.25,0.034102306920762285,0.6595135908440629,0.1875,0.9285714285714448,0.3471971066907776,0.6202686202686202
44226.0,0.1875,0.25,0.016850551654964893,0.48497854077253216,0.1875,0.9285714285714448,0.47920433996383366,0.6568986568986569
68850.0,0.3125,0.25,0.03009027081243731,0.6280400572246065,0.1875,0.9285714285714448,0.42857142857142855,0.9999999999999999
44200.0,0.6,0.375,0.04312938816449348,0.513590844062947,0.3125,0.9285714285714448,0.5207956600361663,0.6214896214896214
126900.00000000001,0.375,0.375,0.06058174523570713,0.6852646638054363,0.0,0.9285714285714448,1.0,0.9999999999999999
128700.0,0.3625,0.375,0.07522567703109329,0.742489270386266,0.1875,0.9285714285714448,0.5099457504520795,0.9999999999999999
344500.0,0.75,0.75,0.11253761283851553,0.9227467811158798,0.1875,0.9285714285714448,0.11754068716094032,0.6202686202686202
26000.0,0.175,0.25,0.011434302908726178,0.5765379113018597,0.1875,0.9285714285714448,0.6962025316455696,0.6214896214896214
25740.0,0.3375,0.25,0.018655967903711133,0.42775393419170243,0.0625,0.9285714285714448,0.64376130198915,0.6214896214896214
38610.0,0.5,0.375,0.034102306920762285,0.4563662374821173,0.1875,0.9285714285714448,0.64376130198915,0.9999999999999999
78000.0,0.375,0.375,0.055165496489468405,0.6852646638054363,0.1875,0.9285714285714448,0.7070524412296564,0.6214896214896214
44226.0,0.6625,0.5,0.058174523570712136,0.47067238912732473,0.4375,0.9285714285714448,0.47920433996383366,0.6568986568986569
35694.0,0.3,0.25,0.020661985957873618,0.4992846924177396,0.375,0.9285714285714448,0.64376130198915,0.9999999999999999
57200.0,0.25,0.25,0.037512537612838515,0.6852646638054363,0.125,0.9285714285714448,0.6962025316455696,0.6214896214896214
87185.0,0.25,0.25,0.04694082246740221,0.6852646638054363,0.125,0.9285714285714448,1.0,0.6202686202686202
21970.0,0.25,0.25,0.016649949849548644,0.513590844062947,0.1875,0.9285714285714448,0.11211573236889692,0.6214896214896214
437250.0,0.75,0.75,0.10571715145436308,0.9084406294706723,0.0,0.9285714285714448,0.081374321880651,0.6202686202686202
13276.800000000001,0.2,0.25,0.01263791374122367,0.513590844062947,0.1875,1.0,0.32007233273056057,0.0
12555.0,0.1875,0.25,0.009829488465396188,0.48497854077253216,0.1875,0.9285714285714448,0.0325497287522604,0.9999999999999999
76842.0,0.375,0.375,0.06058174523570713,0.6852646638054363,0.0,0.9285714285714448,1.0,0.7155067155067155
19800.0,0.3125,0.375,0.01985957873620862,0.4563662374821173,0.1875,0.9285714285714448,0.5822784810126582,0.6568986568986569
41250.0,0.25,0.25,0.044332998996990974,0.6852646638054363,0.1875,0.9285714285714448,0.6962025316455696,0.6568986568986569
47700.0,0.25,0.25,0.05315947843530591,0.6280400572246065,0.1875,0.9285714285714448,0.048824593128390596,0.6202686202686202
21580.0,0.2,0.25,0.025075225677031094,0.6137339055793991,0.1875,0.9285714285714448,0.12115732368896925,0.6214896214896214
222813.45,0.5,0.5,0.10972918756268805,0.6852646638054363,0.125,0.9285714285714448,1.0,0.7155067155067155
27040.0,0.3125,0.25,0.01424272818455366,0.39914163090128757,1.0,0.9285714285714448,0.081374321880651,0.6214896214896214
32835.0,0.25,0.25,0.02647943831494483,0.6137339055793991,0.125,0.9285714285714448,0.64376130198915,0.6568986568986569
35100.0,0.475,0.375,0.037111334002006016,0.5422031473533618,0.3125,0.9285714285714448,0.22784810126582275,0.9999999999999999
7612.8,0.198875,0.25,0.012036108324974922,0.4964234620886982,0.1875,0.9285714285714448,0.3887884267631103,0.0
45240.0,0.4375,0.375,0.04613841524573721,0.5278969957081544,0.3125,0.9285714285714448,0.11573236889692586,0.6214896214896214
146558.635,0.475,0.375,0.10030090270812438,0.871244635193133,0.125,0.9285714285714448,0.5207956600361663,0.7155067155067155
56430.00000000001,0.4375,0.375,0.04513540621865597,0.46494992846924177,0.3125,0.9285714285714448,0.5822784810126582,0.6422466422466423
23355.0,0.3125,0.25,0.021063189568706116,0.5393419170243204,0.1875,0.9285714285714448,0.12115732368896925,0.6422466422466423
28157.49,0.4375,0.375,0.04132397191574724,0.513590844062947,0.3125,1.0,0.5207956600361663,0.6422466422466423
